ASIN,Reviewer Name,Reviewer Star,Reviewer Date,Year,Reviewer Summary,
B074X2LK3L,soccer mom,3.0 out of 5 stars,4-Mar,2018,I was really excited for these headphones and when I put them on they were really comfortable however as I started gaming I realized the left and right sound were switched and a month after i got them they now start buzzing every couple of minutes. Wish i would have bought a different pair,
B074X2LK3L,Giulz,5.0 out of 5 stars,2-Mar,2018,Works great. Voice quality clear speaker quality clear use for xbox1 live. Bought 2 one for me and one for my man.,
B074X2LK3L,Tianxingzhai,5.0 out of 5 stars,30-Apr,2018,This is my first gaming headset. First to say the color is bright and fantastic look at night. Second to say the quality is worth at this price. The sound stays excellent from the headset especially the bass. I used it to listen pop music as well.,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,29-Mar,2018,Gift for my brother. He was happy and excited to get them. Price was nice. I hope they hold up for him.,
B074X2LK3L,Skippy,5.0 out of 5 stars,27-Jun,2018,Bought this one for our 17year old Son. He loves it. Great sound and mic quality.,
B074X2LK3L,Michael S. Bell,5.0 out of 5 stars,3-Jul,2018,Works really well with my Xbox one. Just wish it had a longer USB cable. I had to buy an extension USB to make the lights work.,
B074X2LK3L,Amy Wyman,5.0 out of 5 stars,10-Jul,2018,My son uses them everyday apparently is blocks out all the noise or he is ignoring me!!!,
B074X2LK3L,Amazon Customer,4.0 out of 5 stars,2-Nov,2017,It's very comfortable over the ears and light weight but sturdy.  My son uses it when he plays games or takes online courses.  It doesn't fall off like other kids headsets he has had.  And he says he cannot hear the outside noises much.  Overall I am very happy with the quality and price.,
B074X2LK3L,YZ,5.0 out of 5 stars,11-Sep,2018,This headphone is very cool. My son loves it very much. The material is sturdy and soft. It can fit both adult and kids well.,
B074X2LK3L,Right,5.0 out of 5 stars,22-Sep,2018,good headset. look very cool and the sound quality is good too. it is plastic. i wear it look a professional game player. hah i wear it very comfortable.,
B074X2LK3L,Moussa,5.0 out of 5 stars,6-Oct,2017,This headset is perfect for games. The sound is very clear. It covers the whole ear and makes me comfortable. The blue part on the beam is soft which is nice to the head no too hurt when wearing a long time. I also tried this on my cell phone game it still works good.,
B074X2LK3L,evegaji,5.0 out of 5 stars,25-Jul,2018,Very professional comfort to use and very cool looking. Highly recommended.,
B074X2LK3L,Helen,5.0 out of 5 stars,6-Nov,2017,It's a cool headset with good quality. I like the design and it's comfortable for wearing. It really worth the price.,
B074X2LK3L,shirleyhe,5.0 out of 5 stars,9-Nov,2017,We had tried several headphone in the past. This sound of headset is much better than others. Prevent the noises and with convenient speaker.  The style is also attractive especially to young people.,
B074X2LK3L,Tracy Lehane,3.0 out of 5 stars,3-Aug,2018,Was great for 6months...then broke. For the price tho..not bad.,
B074X2LK3L,DANIEL EVANS,5.0 out of 5 stars,10-Jan,2018,Nice Headset!,
B074X2LK3L,Brian Kelley,5.0 out of 5 stars,17-Mar,2018,While I don't use the headset for gaming I do use them for everything else as well as communicating So far I have found them enjoyable to use and they are everything I could ask for. I do recommend them.,
B074X2LK3L,David A.,5.0 out of 5 stars,25-Feb,2018,There are awesome for the price you cant beat them. Good bass good terrible. Good buy! you wont regret it.,
B074X2LK3L,Shaun Davis,5.0 out of 5 stars,23-Nov,2017,Love these headphones they sound great other players are able to hear me fine in gameplay. Definitely a must have if you choose to use it connected to your controller. Plus you can't beat the price point in which it is set at!!1,
B074X2LK3L,Gnostic200 M,5.0 out of 5 stars,24-Jul,2018,,
B074X2LK3L,Crayton Stoelzel,5.0 out of 5 stars,27-Nov,2017,,
B074X2LK3L,Customer,4.0 out of 5 stars,12-Jan,2018,My 11 year old loves it.,
B074X2LK3L,Alxe,4.0 out of 5 stars,1-Jul,2018,excellent sound effect! And a tip for anyone who considers getting this item: check the size first! It might be too big for some children. It was kinda big for me the size took my by surprise when I saw it. Other than that I am perfectly satisifid by this headset!,
B074X2LK3L,Manuel,5.0 out of 5 stars,20-Nov,2017,i genuinely liked these headphones good sound quality and the mic was really good for the price i paid i do recommend these.,
B074X2LK3L,Arcelia,5.0 out of 5 stars,26-Jun,2018,My son liked this one! He's a teenager perfect for him!,
B074X2LK3L,Joshua M. Wexler,4.0 out of 5 stars,16-Oct,2017,Once I figured out how to use these they were great! I mainly bought them for my xbox so I could actually play without my five year old running downstairs when he hears it crank up.  But for my needs the sound was excellent.  Took me a bit to realize that you plug it into the controller not the console.  This could present a problem however.  There's a USB cable as well which as far as I can tell the only thing that does is lights up teh LED lights on the headphone. I don't know why anyone would care about that.  You have them on so you can't even see them anyway.  Second my wireless controllers do not have a headphone jack so if I didn't already have a wired controller with a jack I wouldn't have been able to use this which is why i took off one star. I did plug it into the console directly but i wasn't getting any sound out of it.,
B074X2LK3L,Rose  W.,5.0 out of 5 stars,4-Sep,2018,Grandson loves it for all his games.,
B074X2LK3L,cj,5.0 out of 5 stars,4-Apr,2018,I loved these so much. Too bad my puppy got a hold of them. I will be purchasing these again.,
B074X2LK3L,B&V82,5.0 out of 5 stars,30-Jun,2018,works better then expected and was a great price!,
B074X2LK3L,Jonathan,5.0 out of 5 stars,16-Mar,2018,Great headset! Use it for gaming and work! Very comfortable once you get used to it. Goes plenty loud and does a good job cancelling outside noises.,
B074X2LK3L,Susan Dunn,5.0 out of 5 stars,10-Feb,2018,I bought these for my grandson. He said he loves them. They are sturdy and work very well. I would recommend them.,
B074X2LK3L,William Goddard,5.0 out of 5 stars,20-Apr,2018,Comfortable good sound quality so far it checks all the boxes for me.,
B074X2LK3L,chest,4.0 out of 5 stars,24-Jul,2018,For the price decent sound cool LED lights,
B074X2LK3L,tgarlan2,4.0 out of 5 stars,1-Mar,2018,Headset is comfortable on the head and sound quality is pretty good. Works well on my computer.,
B074X2LK3L,Crystal,4.0 out of 5 stars,26-Jan,2018,I hate this product because now my husband can't hear me. lol! But works great obviously.,
B074X2LK3L,melissa davila,4.0 out of 5 stars,21-Aug,2018,Must work really good because I can't get my son out of them.,
B074X2LK3L,Oliver Brem,5.0 out of 5 stars,14-Sep,2018,Very comfortable and big on the ears good sound and mic quality. Would recommend for someone who spends a lot of time on the games,
B074X2LK3L,amber,3.0 out of 5 stars,4-May,2018,The mic stopped working the 3rd day my son used these.,
B074X2LK3L,Andy Gonzalez,5.0 out of 5 stars,18-Feb,2018,Great to use when gaming at night great to use when talking to friends online. Mic easily adjusted unlike some that literally are like a stick. Clear sound and no issues with feedback.,
B074X2LK3L,Eddie Jaudon,5.0 out of 5 stars,19-Jan,2018,I love this headset it was a great replacement for the stock set from my Xbox One after they broke,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,23-Jul,2018,My kid loves these and they are a great product!,
B074X2LK3L,NOEL EVANGELISTA,4.0 out of 5 stars,10-Feb,2018,nice headset for the price would recommend to buy,
B074X2LK3L,Michael Diaz,5.0 out of 5 stars,19-Jan,2018,,
B074X2LK3L,yongcan lin,5.0 out of 5 stars,1-Jul,2018,,
B074X2LK3L,Suzy Q,5.0 out of 5 stars,14-Feb,2018,Holding up good sound quality is good. Comfortable on head too!,
B074X2LK3L,Chen sen,5.0 out of 5 stars,29-Sep,2018,What I have to say just good good good. The seller cares about the detail to make the headset valuable.It works very good and easy.It is a great shopping and just want to give it a five stars to show my pleasure. Good.,
B074X2LK3L,Shawn Breaugh,5.0 out of 5 stars,1-Jul,2018,Great Price and fast delivery.,
B074X2LK3L,Kindle Customer,4.0 out of 5 stars,27-Mar,2018,Great purchase however I thought it glows in the dark.,
B074X2LK3L,WorkingMom,5.0 out of 5 stars,20-Jan,2018,GREAT PRICE they look cool and work GREAT.  My 11yr old uses them!,
B074X2LK3L,Kenneth H,4.0 out of 5 stars,31-May,2018,Comfortable and good quality,
B074X2LK3L,terry,5.0 out of 5 stars,10-Apr,2018,This game headset is really good..it very suitable for playing online games with friends..And you can chat with people very clearly. It is worth buying for sure,
B074X2LK3L,OliviaZhang,5.0 out of 5 stars,2-Jun,2018,1. sound quality is surprisingly good2. Great price point3. In-line controls for volume and move4. Extremely comfortable even for me (gamers with big heads know what I mean)Made well sounds good. Shipped with 0 issues. Looks fantastic mic is great feels like it's made for the pros.,
B074X2LK3L,Pirate Radio,5.0 out of 5 stars,5-Mar,2018,They work decent price point. Have withstood dropping and getting smeared with peanut butter. 2 months so far.,
B074X2LK3L,Judah,5.0 out of 5 stars,9-Sep,2018,So great to use with everything. Very comfortable on the ears,
B074X2LK3L,Marissa,5.0 out of 5 stars,8-Jul,2018,Great purchase that I bought it twice one for my son & another for my nephew. They both love it. It works great but my son wished that there was another way 2 light up the headset then having another connection to plug in but otherwise both boys love the product,
B074X2LK3L,Colleen Rivera,5.0 out of 5 stars,17-Feb,2018,,
B074X2LK3L,CAustin,5.0 out of 5 stars,23-Apr,2018,nephew got these for bday and is super stoked. Work great and got there in perfect timing,
B074X2LK3L,Santiago Rodriguez,5.0 out of 5 stars,26-Apr,2018,Excellent product for the price great quality. Definitely recommend this item.,
B074X2LK3L,bryan ehrhart,5.0 out of 5 stars,19-Jul,2018,Love it,
B074X2LK3L,Adrian Perez,5.0 out of 5 stars,21-Sep,2018,Bought it as a gift for my son awhile back and he has had no complaints about it. It needs to be plugged to console to get illumination.,
B074X2LK3L,BEE LOVE,5.0 out of 5 stars,25-Sep,2018,Good product but its bulky but it definitely does the job for the price.(WORTH IT),
B074X2LK3L,mia,5.0 out of 5 stars,23-Aug,2018,Gaming preferred,
B074X2LK3L,amy and tj,5.0 out of 5 stars,29-Jan,2018,My son loves this headset. Good quality and the sound is clear,
B074X2LK3L,Tricia Zuelke,5.0 out of 5 stars,6-Jul,2018,Got these for my son and he loves them. They work really well and are a great price.,
B074X2LK3L,Guoqi He,5.0 out of 5 stars,25-Jun,2018,A nice headset for gaming or working better experience than my AirPods. Looks like good quality and not expensive like Beats and Bose.,
B074X2LK3L,Crystal Hinzman,5.0 out of 5 stars,28-Feb,2018,Love them.  For the price they are great.,
B074X2LK3L,Cindy,5.0 out of 5 stars,16-Jul,2018,,
B074X2LK3L,Chris z,5.0 out of 5 stars,16-Jun,2018,Great headset,
B074X2LK3L,Johnny Scottdale AZ,3.0 out of 5 stars,2-Apr,2018,works ok volume is not that great,
B074X2LK3L,Sherry H ,5.0 out of 5 stars,16-Jun,2018,This is an excellent headphone. The sound quality is great and noise cancelling works great. Its great for gaming!,
B074X2LK3L,VANCE4,5.0 out of 5 stars,4-Aug,2018,My son goes through headphones like crazy but these have lasted longer than the rest & are still going,
B074X2LK3L,Wei-I,5.0 out of 5 stars,17-Apr,2018,My son loved it.,
B074X2LK3L,Debi Ryan,5.0 out of 5 stars,29-Dec,2017,Worked fine.  Just as described,
B074X2LK3L,Amazon Customer,4.0 out of 5 stars,4-May,2018,Hi! We got it today. It is light well design and in has great sound but the cord has riped on it.  I looks like we will have problem on it.  I hope you can replace the cord only.  Here is the picture.,
B074X2LK3L,Amber Cardona,5.0 out of 5 stars,20-Aug,2018,Bought it as a gift for my brother and he loved it. It's been a couple of months and it's still working and in perfect conditions. Would buy it again without a second thought.,
B074X2LK3L,Amazon Customer,4.0 out of 5 stars,5-May,2018,cords a little long,
B074X2LK3L,boo120,5.0 out of 5 stars,19-May,2018,my son loves it,
B074X2LK3L,Maxim,5.0 out of 5 stars,8-Oct,2017,The size is very suitable and makes me feel good. I try to use it in game communication and it works well. The style is cool just like the color I like blue.,
B074X2LK3L,Jess,5.0 out of 5 stars,9-Jul,2018,,
B074X2LK3L,Martin,5.0 out of 5 stars,9-Apr,2018,Nice Headset! fashion design and the sound quality! like it,
B074X2LK3L,Darlyn,5.0 out of 5 stars,1-Jul,2018,Love it! My son uses it for gaming and says he can hear the footsteps (in a game) really easily and loves the feel of the cushions on the top and sides. Great and would recommend!!,
B074X2LK3L,AR,4.0 out of 5 stars,21-Sep,2018,Very good product .. My teenager loves it,
B074X2LK3L,Borgmeyer,4.0 out of 5 stars,3-May,2018,Bought for my 8 year old and they are perfect. They are soft and cushy and not too loud that it will hurt his ears. He loves the lights and the look of them.,
B074X2LK3L,J. P. Kuntz,5.0 out of 5 stars,10-Apr,2018,Great headset.,
B074X2LK3L,Jack R. Bueler II,4.0 out of 5 stars,16-Sep,2018,Bought it for our son sound quality is great and microphone works well also.,
B074X2LK3L,Israel Lopez,3.0 out of 5 stars,21-Mar,2018,you have to buy a separate braided usb to get the lights on...so to get theLED  lights on to work. they kinda made it a little complicated. sounds good works good. overall i give it a 3 star,
B074X2LK3L,luis a. colon,4.0 out of 5 stars,4-Apr,2018,good sound,
B074X2LK3L,cindy fauvie,5.0 out of 5 stars,12-Mar,2018,Got this for my10yr old son for Christmas . He really likes them. His older brother wants a pair. so I'll be ordering another pair.,
B074X2LK3L,Ava Militoni,4.0 out of 5 stars,18-Sep,2018,These are fantastic.  Only wish they had a snug fit on ears.  Have to use a cap or a head band to make them stay tight.  Every thing else about them is amazing.,
B074X2LK3L,Bre Puetz,3.0 out of 5 stars,4-Jul,2018,This headset is very comfortable and lightweight the voice quality was good until shortly after purchasing it the microphone stopped working when i used it on PC.,
B074X2LK3L,Adison Gonzalez,5.0 out of 5 stars,16-Mar,2018,A bit bigger than I imagined but they are aesthetically pleasing and work very well!,
B074X2LK3L,Heather,5.0 out of 5 stars,5-May,2018,My son is loving these!! He uses them every time he plays his games now.,
B074X2LK3L,Julie Corwin,3.0 out of 5 stars,23-Feb,2018,Being a mediocre gamer the first 3 weeks of using this headset was amazing.  This headset is acceptable and for the price i'd say this was a good buy.  But at about the 4th week of using this headset I barely dropped it and the microphone just broke. It just doesn't work anymore like it used to.,
B074X2LK3L,LOVE4TACOMA,4.0 out of 5 stars,27-Mar,2018,Sufficient,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,13-Jul,2018,My son loves these.,
B074X2LK3L,john schnitker,4.0 out of 5 stars,2-Apr,2018,Gift,
B074X2LK3L,LEXIE,5.0 out of 5 stars,26-Jul,2018,I'm really satisfied with the purchase! The quality of this headphone is better than what I was expecting. It is still comfortabl for my ears after using it for a couple hours. I would recommend it yo my friends and family.,
B074X2LK3L,keri,5.0 out of 5 stars,17-Mar,2018,Son loves them great quality and price! Definitely buy from seller again!,
B074X2LK3L,Javi C,5.0 out of 5 stars,19-Jul,2018,My son loved it!,
B074X2LK3L,Shannon Lea Ballard,3.0 out of 5 stars,20-Apr,2018,,
B074X2LK3L,Jeff Sprayberry,5.0 out of 5 stars,26-Jan,2018,I specifically bought this for my Xbox one AND iPhone 6 for music. These cover your ears completely and the sound is amazing. The bass hits hard! Surround sound so you hear every little thing. Also the lights are sweet when usb is plugged in.,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,16-Jan,2018,Quality headset for the price,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,1-Mar,2018,I always like turtle beach headphones but my parents couldn't afford this time around and got me this I was little disappointed at first but holy shit the sound quality is amazing the only con I can give this is that it slips off my head because it to big but other than that it's great,
B074X2LK3L,Coleman Benton,1.0 out of 5 stars,16-Oct,2018,After one month of buying these the microphone doesn't work.I was able to get it out of my controller but now the headset is useless. I expected better from this company after all the research I did. Very disappointed.,
B074X2LK3L,David E. Rosenthal,3.0 out of 5 stars,7-Jun,2018,Broke easy,
B074X2LK3L,Caden Lyman,3.0 out of 5 stars,18-Apr,2018,Doesnt hug my head and requires two plug in spots one a 3.5mm and a usb,
B074X2LK3L,Amazon Customer,4.0 out of 5 stars,25-Jun,2018,Loved these headphones. They were more durable and less expensive than the turtle beach headphones I usually buy. My only problem was that they were tight when i first got them but now they slide off now and then no matter what size a adjust them too.,
B074X2LK3L,Miguel E.,5.0 out of 5 stars,7-Dec,2017,Good weight to it cheap compared to other brands and works great. If you want to pay two or three times more for a brand go ahead. This gets the job done.,
B074X2LK3L,xochitl gonzalez,5.0 out of 5 stars,27-Aug,2018,Muy buen producto con luces excelente,
B074X2LK3L,bashkim,5.0 out of 5 stars,18-Jul,2018,Excellent,
B074X2LK3L,JCHUQUI,4.0 out of 5 stars,8-Feb,2018,Beatiful color nice sound .,
B074X2LK3L,Sabine,2.0 out of 5 stars,14-May,2018,While they worked they were great. They broke after a month.,
B074X2LK3L,Stacey Brouillette,5.0 out of 5 stars,24-Jul,2018,Love it!!,
B074X2LK3L,Carmella Landeen,3.0 out of 5 stars,29-Jun,2018,He loves them I could do with out the hanging extra usb/input cord . Strange,
B074X2LK3L,Crazyauburnfan,5.0 out of 5 stars,14-Oct,2017,Very happy with this headset for the price! Great value!,
B074X2LK3L,Nixs,5.0 out of 5 stars,18-Sep,2018,Son says he likes it hes pretty ruff on things and it seems to be holding up.,
B074X2LK3L,Thomas Grimes,5.0 out of 5 stars,27-Jun,2018,The headset works great. Good sound and the mic works great too.,
B074X2LK3L,Winnie Yao.,5.0 out of 5 stars,31-Aug,2018,Good quality of the product decent sound qualityand very durable!,
B074X2LK3L,Jonathan,4.0 out of 5 stars,16-Jul,2018,It's good for ps4 and xbox one. Haven't tried it for PC as if yet.,
B074X2LK3L,Asatu M Hall,3.0 out of 5 stars,29-Aug,2018,My 9-year-old was super excited to get these. They look and feel great he said. The sound quality is nice and they are comfortable however the microphone does not work. So we took off 2 stars,
B074X2LK3L,Robert Pratt,5.0 out of 5 stars,31-Mar,2018,My son loves these. They are lightweight and comfortable. Very good clear sound.Good well made product,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,14-Feb,2018,My husband loves it! Great price.,
B074X2LK3L,Mandy,5.0 out of 5 stars,1-Oct,2018,Fun accessory for your home! Very nice quality and sound!,
B074X2LK3L,Amazon Customer,3.0 out of 5 stars,21-Dec,2017,Headset works well but the usb cable for the led lights is way too short for gaming on a xbox controller dont buy it if you want it lit up,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,26-Apr,2018,I really love this headset! It's really comfy to wear even with my glasses and it works wonderfully with my Xbox One.,
B074X2LK3L,JOJO,5.0 out of 5 stars,26-May,2018,I think the quality of this earphone is really good. When I take it to listen to music the sound quality is really good. I like this earphone very much. The color of the headset is also the color I like.,
B074X2LK3L,adicte,5.0 out of 5 stars,26-Jul,2018,Wow I like it !! The mic works great no issues. I am surprised at the sound quality and sounded as good as my other headphones.Andit is very comfortable when I used it to paly game cool design!,
B074X2LK3L,Bert,4.0 out of 5 stars,29-Jan,2018,Purchased for my son He seems to like it,
B074X2LK3L,Amazon Customer,4.0 out of 5 stars,2-Jul,2018,these are awesome!!! i can hear great and very affordable!,
B074X2LK3L,Joye Hendrix,3.0 out of 5 stars,13-Apr,2018,Not sure who thought it would be a smart design to put the USB so close to the headphone jack but I had to order a USB extension just to have the lights work.,
B074X2LK3L,Amanda,5.0 out of 5 stars,22-Aug,2018,Good quality for the price,
B074X2LK3L,Bernabe,2.0 out of 5 stars,26-May,2018,It was good had it for 3 to 4 weeks then Mic stop working,
B074X2LK3L,Kenneth,4.0 out of 5 stars,16-Aug,2018,The appearance looked nice and arrived in good condition. Love the microphone on/off switch. Wearing it the first time was uncomfortable and took time to get used to though.,
B074X2LK3L,Meghan A. Ritter,5.0 out of 5 stars,26-Dec,2017,My husband loves these so much. He can play his games and I can't hear any of it!,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,27-Aug,2018,Great product,
B074X2LK3L,alicia moore,5.0 out of 5 stars,16-Sep,2018,I love the way it lights up! I use it for teaching and my students love the way it looks.,
B074X2LK3L,J. Willis,3.0 out of 5 stars,30-Apr,2018,Great until it broke. Short lived in a household of boys,
B074X2LK3L,Caroline,4.0 out of 5 stars,12-Feb,2018,They hurt my husband's ears a little bit.,
B074X2LK3L,Antonio Moreno,5.0 out of 5 stars,21-Aug,2018,,
B074X2LK3L, yongzhu,5.0 out of 5 stars,20-Sep,2018,Fit great on me very comfortable on my head and ears my son loves using these things and I do too,
B074X2LK3L,Sijie,5.0 out of 5 stars,30-Jul,2018,,
B074X2LK3L,Rodster150,5.0 out of 5 stars,8-Aug,2018,Good item! My son loves to game and uses frequented.,
B074X2LK3L,Betty,4.0 out of 5 stars,5-Mar,2018,,
B074X2LK3L,Kindle CustomerSassy,5.0 out of 5 stars,11-Jan,2018,Grandson is very happy with it.,
B074X2LK3L,Christle Robinson,5.0 out of 5 stars,21-Aug,2018,Sound quality is excellent,
B074X2LK3L,Roy R.,2.0 out of 5 stars,5-Feb,2018,This headset work well but are not lite up!!!,
B074X2LK3L,Ying Jingya,5.0 out of 5 stars,4-May,2018,A bit heavy but looks Strong and durableSupport my mac and windows. I like it so far.,
B074X2LK3L,adam carroll,5.0 out of 5 stars,20-Mar,2018,This is the best headset I've ever purchased. You can hear everything(even the quietest footsteps) only thing I don't like is the super long length of the cord. Other than that I live this product,
B074X2LK3L,eric garcia,5.0 out of 5 stars,21-Mar,2018,They are pretty comfortable and the microphone is excellent compared to the microphone my old skullcandy earbuds. the control to lower and increase your volume button is fun to mess around with.,
B074X2LK3L,Scott Laz,5.0 out of 5 stars,30-Apr,2018,Son loves it!,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,9-May,2018,This fit the needs for a headset very nicely.  Voice and audio are clear inline mute and volume control make it easy to use.,
B074X2LK3L,James r.,2.0 out of 5 stars,27-Mar,2018,Terrible for ps4 can't Connect USB to ps4 and be able to hear or talk it's basically just for computers if you wanted this for for ps4 it's not for it,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,13-Feb,2018,I got this for my PS4 and it works great. The headset is very comfortable especially since I wear glasses. As well the audio and microphone are very clear.,
B074X2LK3L,Sherry Unger,2.0 out of 5 stars,4-Aug,2018,broke after first week wire kept getting all knotted up. had to call and get refund!,
B074X2LK3L,QS99,5.0 out of 5 stars,29-Jan,2018,My son has no complaints and seem to be holding up plus the livingroom is much QuieterGreat Price and Product,
B074X2LK3L,Dale McCready,2.0 out of 5 stars,19-Mar,2018,Audio jack did not hold up well. It broke off the first week of me having it hats the reason for the 2 stars since i cant use them anymore but great sound for the price,
B074X2LK3L,Alex,2.0 out of 5 stars,28-May,2018,Only lasted about 8 days. Other than that it was an ok headset,
B074X2LK3L,Cade Starling,2.0 out of 5 stars,30-Aug,2018,,
B074X2LK3L,Alicia K,5.0 out of 5 stars,18-Sep,2018,Purchased for my son and they work great for him.,
B074X2LK3L,alex woods,5.0 out of 5 stars,2-Apr,2018,this headset is amazing great sound quality going in and out good price and as advertised great sound reduction my only problem is that i wish i found it sooner!,
B074X2LK3L,dennis,5.0 out of 5 stars,20-Jan,2018,,
B074X2LK3L,Kayden D.,4.0 out of 5 stars,23-Aug,2018,Nice headphones for the price!,
B074X2LK3L,HelenP,5.0 out of 5 stars,6-Feb,2018,All around very decent product without a big pricetag! Very satisfied.,
B074X2LK3L,JavierP,5.0 out of 5 stars,7-Apr,2018,I love it there are so comfortable the sound is amazing and the sound when you speak With the mic is very clearAnd the blue light is awesome amazing headset definitely recomended!,
B074X2LK3L,not pleased,5.0 out of 5 stars,12-Mar,2018,9 year old said they work great..clearsharp reception,
B074X2LK3L,Kira Almos,5.0 out of 5 stars,23-Sep,2018,I loved them. I lost my first pair and I got really upset so I bought another one,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,18-Sep,2018,My son loves it everything works well quality very good. Very good comfort fit Great product!,
B074X2LK3L,daniela,5.0 out of 5 stars,25-Apr,2018,perfect,
B074X2LK3L,Coby Mendez,2.0 out of 5 stars,30-Aug,2018,The day I got it I was so excited. So I plug it in and one of the speakers stopped working and the microphone was also broken so I want a refund ASAP.,
B074X2LK3L,Jacob,5.0 out of 5 stars,9-May,2018,Better than turtle beach. Great for online,
B074X2LK3L,Kyle,3.0 out of 5 stars,12-Mar,2018,,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,18-Oct,2017,Good sound and comfortable!!  Great value!!!,
B074X2LK3L,Jasmine Huffman,5.0 out of 5 stars,26-Jan,2018,My BF loves them,
B074X2LK3L,LISA,5.0 out of 5 stars,28-Jun,2018,Great headphones. My son plays fortnite for hours straight never had a problem.,
B074X2LK3L,56Eagle,5.0 out of 5 stars,18-Mar,2018,Great Product grand son love it,
B074X2LK3L,Maria Torres,3.0 out of 5 stars,29-Apr,2018,My son loved the headphones until the wire jack broke in half. I wish the quality was better since the sound is great :(,
B074X2LK3L,YUAN,5.0 out of 5 stars,12-Jun,2018,It is very comfortable to wear. The sound is good quality and clear. Also these lights are great. If you are looking for a gaming headset this is a good choice,
B074X2LK3L,Sarah,4.0 out of 5 stars,4-Mar,2018,Good quality but it didnt connect to xbox for soundhad to buy extra pieces,
B074X2LK3L,Jennifer O,5.0 out of 5 stars,25-Jun,2018,I really like this headset. Great sound quality.,
B074X2LK3L,Jane,5.0 out of 5 stars,28-Oct,2017,Very quick shipping and the material is comfortable when wearing it.  Its sound is also great to hear. I don't use it on game instead of listening music. Very worthy buying.,
B074X2LK3L,Jorel Rios,3.0 out of 5 stars,15-Feb,2018,,
B074X2LK3L,susan peterson,2.0 out of 5 stars,2-Jun,2018,I liked the bendable microphone but after a few weeks of using the item I lost sound in the left ear. Junk product you get what you pay for.,
B074X2LK3L,sam,1.0 out of 5 stars,10-Sep,2018,Microphone does not work!!,
B074X2LK3L,Jndzmom,5.0 out of 5 stars,22-Mar,2018,My kid absolutely loves them and he doesn't know that I use them but I absolutely love themb as well!!,
B074X2LK3L,sunshine,5.0 out of 5 stars,11-Sep,2018,I bought this for my son. He loves it! he said the sound is great and it works very well. thumbs up!!,
B074X2LK3L,Gina M Taylor,4.0 out of 5 stars,8-Sep,2018,We love the color and how durable it is but the sound is not so good and my son hears his voice echo after he talks .. it so annoying.,
B074X2LK3L,Maurizio M.,5.0 out of 5 stars,10-Jul,2018,my son love it,
B074X2LK3L,Whisper,5.0 out of 5 stars,6-Sep,2018,These are comfortable and perfect.,
B074X2LK3L,JM,3.0 out of 5 stars,9-Feb,2018,The mic only worked well for a few weeks,
B074X2LK3L,Bernardo,2.0 out of 5 stars,31-Aug,2018,The other players hear an echo when talking,
B074X2LK3L,p1zza,5.0 out of 5 stars,22-Aug,2018,Great audio quality.,
B074X2LK3L,renzo,5.0 out of 5 stars,26-Feb,2018,Good headset for the priced  working good so far,
B074X2LK3L,Amazon Customer,2.0 out of 5 stars,23-Sep,2018,My son enjoyed the headset for 3 months until the cord broke at the attachment to the plug.  Is it still under warranty?,
B074X2LK3L,russ williams,5.0 out of 5 stars,7-May,2018,Great gaming headset.  I just bought another one for my nephew because he was jealous of mine.  We both love it.,
B074X2LK3L,Ryan Kuharich,2.0 out of 5 stars,3-Jun,2018,Worked great at first but after just 3 months of use the cord failed and the headset no longer works.,
B074X2LK3L,Summer,5.0 out of 5 stars,14-Apr,2018,doesnt hurt my ears despite gaming all day,
B074X2LK3L,Gisela,5.0 out of 5 stars,25-Jan,2018,I bought them from my son who is very demanding and he is very happy ..,
B074X2LK3L,Jacuqeline A Gardener,5.0 out of 5 stars,13-Aug,2018,Had to order this new one cuse the last pair quit working less than a month,
B074X2LK3L,UA,5.0 out of 5 stars,17-Feb,2018,My loves it,
B074X2LK3L,jessice,5.0 out of 5 stars,21-Sep,2018,I brought this headphone for my young brother he used it in his Xbox. He love it,
B074X2LK3L,Emma,5.0 out of 5 stars,27-Jul,2018,Husband loves,
B074X2LK3L,Amazon Customer,2.0 out of 5 stars,20-Apr,2018,Mic stopped working after 2 months.,
B074X2LK3L,Apple4Life,5.0 out of 5 stars,4-May,2018,Sound quality is amazing and they are very comfortable also the mic is really hd,
B074X2LK3L,christytx1,5.0 out of 5 stars,15-Dec,2017,Work great. My son loves them & has hardly taken them off since he got them.,
B074X2LK3L,Brian Hunter,5.0 out of 5 stars,18-Feb,2018,Sound is great. Microphone picks up quite a bit of noise even my keyboard. Fits great and I have a big head. Worth the buy for the price,
B074X2LK3L,Katie,3.0 out of 5 stars,24-Sep,2018,These headphones stopped working a month after buying them!,
B074X2LK3L,Amazon Customer,5.0 out of 5 stars,15-Mar,2018,great performance... excellent price.. fast shipping... Would buy again.,
